id,sku,title,summary,description,brand,material,fit,pattern,category,gender,age_group,color,size,price,discount,stock,condition,status,origin,thumbnail_url,image_urls,video_url,created_at,updated_at,image,name
35,SKU-00035,H&M Shirt Green XS,"Shirt thời trang male chất liệu Suede, kiểu Relaxed, họa tiết Solid.","Sản phẩm shirt cao cấp của thương hiệu H&M, màu Green, size XS. Chất liệu Suede thoáng mát, phù hợp cho male. Kiểu dáng Relaxed, họa tiết Solid. Xuất xứ USA. Giá gốc $12.88 với ưu đãi giảm 10%.",H&M,Suede,Relaxed,Solid,Shirt,male,adult,Green,XS,12.88,10,93,refurbished,1,USA,https://example.com/images/shirt_35.jpg,https://example.com/images/shirt_35_1.jpg;https://example.com/images/shirt_35_2.jpg,https://example.com/videos/shirt_35.mp4,2025-10-03 09:24:35,2025-11-03 09:24:35,https://images.pexels.com/photos/5486134/pexels-photo-5486134.jpeg?auto=compress&cs=tinysrgb&h=350,H&M Shirt Green XS
36,SKU-00036,Nike T-Shirt White L,"T-Shirt thời trang unisex chất liệu Polyester, kiểu Tapered, họa tiết Printed.","Sản phẩm t-shirt cao cấp của thương hiệu Nike, màu White, size L. Chất liệu Polyester thoáng mát, phù hợp cho unisex. Kiểu dáng Tapered, họa tiết Printed. Xuất xứ Vietnam. Giá gốc $92.62 với ưu đãi giảm 30%.",Nike,Polyester,Tapered,Printed,T-Shirt,unisex,teen,White,L,92.62,30,38,used,1,Vietnam,https://example.com/images/t-shirt_36.jpg,https://example.com/images/t-shirt_36_1.jpg;https://example.com/images/t-shirt_36_2.jpg,https://example.com/videos/t-shirt_36.mp4,2025-05-15 13:54:46,2025-05-16 13:54:46,https://images.pexels.com/photos/7290172/pexels-photo-7290172.jpeg?auto=compress&cs=tinysrgb&h=350,Nike T-Shirt White L
37,SKU-00037,Adidas Jacket Pink M,"Jacket thời trang unisex chất liệu Polyester, kiểu Loose, họa tiết Plain.","Sản phẩm jacket cao cấp của thương hiệu Adidas, màu Pink, size M. Chất liệu Polyester thoáng mát, phù hợp cho unisex. Kiểu dáng Loose, họa tiết Plain. Xuất xứ India. Giá gốc $108.12 với ưu đãi giảm 40%.",Adidas,Polyester,Loose,Plain,Jacket,unisex,teen,Pink,M,108.12,40,96,new,0,India,https://example.com/images/jacket_37.jpg,https://example.com/images/jacket_37_1.jpg;https://example.com/images/jacket_37_2.jpg,https://example.com/videos/jacket_37.mp4,2025-03-14 07:47:23,2025-04-18 07:47:23,https://images.pexels.com/photos/7552741/pexels-photo-7552741.jpeg?auto=compress&cs=tinysrgb&h=350,Adidas Jacket Pink M
38,SKU-00038,Hermes T-Shirt Beige S,"T-Shirt thời trang female chất liệu Cotton, kiểu Slim, họa tiết Printed.","Sản phẩm t-shirt cao cấp của thương hiệu Hermes, màu Beige, size S. Chất liệu Cotton thoáng mát, phù hợp cho female. Kiểu dáng Slim, họa tiết Printed. Xuất xứ India. Giá gốc $17.33 với ưu đãi giảm 0%.",Hermes,Cotton,Slim,Printed,T-Shirt,female,adult,Beige,S,17.33,0,192,refurbished,1,India,https://example.com/images/t-shirt_38.jpg,https://example.com/images/t-shirt_38_1.jpg;https://example.com/images/t-shirt_38_2.jpg,https://example.com/videos/t-shirt_38.mp4,2024-11-02 10:14:56,2024-12-29 10:14:56,https://images.pexels.com/photos/9594431/pexels-photo-9594431.jpeg?auto=compress&cs=tinysrgb&h=350,Hermes T-Shirt Beige S
39,SKU-00039,Gucci Shorts Pink XS,"Shorts thời trang unisex chất liệu Cotton, kiểu Relaxed, họa tiết Printed.","Sản phẩm shorts cao cấp của thương hiệu Gucci, màu Pink, size XS. Chất liệu Cotton thoáng mát, phù hợp cho unisex. Kiểu dáng Relaxed, họa tiết Printed. Xuất xứ Korea. Giá gốc $81.25 với ưu đãi giảm 15%.",Gucci,Cotton,Relaxed,Printed,Shorts,unisex,kids,Pink,XS,81.25,15,180,used,1,Korea,https://example.com/images/shorts_39.jpg,https://example.com/images/shorts_39_1.jpg;https://example.com/images/shorts_39_2.jpg,https://example.com/videos/shorts_39.mp4,2025-02-17 15:59:19,2025-04-11 15:59:19,https://images.pexels.com/photos/19197623/pexels-photo-19197623.jpeg?auto=compress&cs=tinysrgb&h=350,Gucci Shorts Pink XS
40,SKU-00040,Converse Jeans Blue XL,"Jeans thời trang unisex chất liệu Leather, kiểu Loose, họa tiết Graphic.","Sản phẩm jeans cao cấp của thương hiệu Converse, màu Blue, size XL. Chất liệu Leather thoáng mát, phù hợp cho unisex. Kiểu dáng Loose, họa tiết Graphic. Xuất xứ India. Giá gốc $362.55 với ưu đãi giảm 5%.",Converse,Leather,Loose,Graphic,Jeans,unisex,teen,Blue,XL,362.55,5,111,new,1,India,https://example.com/images/jeans_40.jpg,https://example.com/images/jeans_40_1.jpg;https://example.com/images/jeans_40_2.jpg,https://example.com/videos/jeans_40.mp4,2025-09-14 14:59:45,2025-11-02 14:59:45,https://images.pexels.com/photos/4210864/pexels-photo-4210864.jpeg?auto=compress&cs=tinysrgb&h=350,Converse Jeans Blue XL
41,SKU-00041,Zara Jeans Beige M,"Jeans thời trang male chất liệu Silk, kiểu Tapered, họa tiết Checked.","Sản phẩm jeans cao cấp của thương hiệu Zara, màu Beige, size M. Chất liệu Silk thoáng mát, phù hợp cho male. Kiểu dáng Tapered, họa tiết Checked. Xuất xứ Vietnam. Giá gốc $251.32 với ưu đãi giảm 25%.",Zara,Silk,Tapered,Checked,Jeans,male,adult,Beige,M,251.32,25,47,used,0,Vietnam,https://example.com/images/jeans_41.jpg,https://example.com/images/jeans_41_1.jpg;https://example.com/images/jeans_41_2.jpg,https://example.com/videos/jeans_41.mp4,2024-12-04 23:05:13,2025-01-07 23:05:13,https://images.pexels.com/photos/14577586/pexels-photo-14577586.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,Zara Jeans Beige M
42,SKU-00042,Calvin Klein Shorts Red XS,"Shorts thời trang female chất liệu Denim, kiểu Regular, họa tiết Checked.","Sản phẩm shorts cao cấp của thương hiệu Calvin Klein, màu Red, size XS. Chất liệu Denim thoáng mát, phù hợp cho female. Kiểu dáng Regular, họa tiết Checked. Xuất xứ Japan. Giá gốc $119.86 với ưu đãi giảm 15%.",Calvin Klein,Denim,Regular,Checked,Shorts,female,teen,Red,XS,119.86,15,26,new,0,Japan,https://example.com/images/shorts_42.jpg,https://example.com/images/shorts_42_1.jpg;https://example.com/images/shorts_42_2.jpg,https://example.com/videos/shorts_42.mp4,2025-07-25 12:58:52,2025-08-16 12:58:52,https://images.pexels.com/photos/34121886/pexels-photo-34121886.jpeg?auto=compress&cs=tinysrgb&h=350,Calvin Klein Shorts Red XS
43,SKU-00043,Under Armour Sneakers Green L,"Sneakers thời trang male chất liệu Denim, kiểu Oversized, họa tiết Graphic.","Sản phẩm sneakers cao cấp của thương hiệu Under Armour, màu Green, size L. Chất liệu Denim thoáng mát, phù hợp cho male. Kiểu dáng Oversized, họa tiết Graphic. Xuất xứ Japan. Giá gốc $93.87 với ưu đãi giảm 5%.",Under Armour,Denim,Oversized,Graphic,Sneakers,male,adult,Green,L,93.87,5,185,refurbished,0,Japan,https://example.com/images/sneakers_43.jpg,https://example.com/images/sneakers_43_1.jpg;https://example.com/images/sneakers_43_2.jpg,https://example.com/videos/sneakers_43.mp4,2025-02-03 07:03:47,2025-03-15 07:03:47,https://images.pexels.com/photos/26956137/pexels-photo-26956137.jpeg?auto=compress&cs=tinysrgb&h=350,Under Armour Sneakers Green L
44,SKU-00044,Uniqlo Skirt Pink XXL,"Skirt thời trang female chất liệu Nylon, kiểu Regular, họa tiết Striped.","Sản phẩm skirt cao cấp của thương hiệu Uniqlo, màu Pink, size XXL. Chất liệu Nylon thoáng mát, phù hợp cho female. Kiểu dáng Regular, họa tiết Striped. Xuất xứ Bangladesh. Giá gốc $302.74 với ưu đãi giảm 40%.",Uniqlo,Nylon,Regular,Striped,Skirt,female,kids,Pink,XXL,302.74,40,110,new,1,Bangladesh,https://example.com/images/skirt_44.jpg,https://example.com/images/skirt_44_1.jpg;https://example.com/images/skirt_44_2.jpg,https://example.com/videos/skirt_44.mp4,2025-03-18 03:15:11,2025-04-14 03:15:11,https://images.pexels.com/photos/8365655/pexels-photo-8365655.jpeg?auto=compress&cs=tinysrgb&h=350,Uniqlo Skirt Pink XXL
45,SKU-00045,Gucci Dress Brown XS,"Dress thời trang male chất liệu Cotton, kiểu Loose, họa tiết Solid.","Sản phẩm dress cao cấp của thương hiệu Gucci, màu Brown, size XS. Chất liệu Cotton thoáng mát, phù hợp cho male. Kiểu dáng Loose, họa tiết Solid. Xuất xứ France. Giá gốc $82.04 với ưu đãi giảm 40%.",Gucci,Cotton,Loose,Solid,Dress,male,teen,Brown,XS,82.04,40,91,refurbished,1,France,https://example.com/images/dress_45.jpg,https://example.com/images/dress_45_1.jpg;https://example.com/images/dress_45_2.jpg,https://example.com/videos/dress_45.mp4,2025-04-28 01:23:26,2025-04-28 01:23:26,https://images.pexels.com/photos/27141822/pexels-photo-27141822.jpeg?auto=compress&cs=tinysrgb&h=350,Gucci Dress Brown XS
46,SKU-00046,Zara T-Shirt White L,"T-Shirt thời trang unisex chất liệu Wool, kiểu Oversized, họa tiết Graphic.","Sản phẩm t-shirt cao cấp của thương hiệu Zara, màu White, size L. Chất liệu Wool thoáng mát, phù hợp cho unisex. Kiểu dáng Oversized, họa tiết Graphic. Xuất xứ Vietnam. Giá gốc $392.89 với ưu đãi giảm 15%.",Zara,Wool,Oversized,Graphic,T-Shirt,unisex,kids,White,L,392.89,15,123,new,0,Vietnam,https://example.com/images/t-shirt_46.jpg,https://example.com/images/t-shirt_46_1.jpg;https://example.com/images/t-shirt_46_2.jpg,https://example.com/videos/t-shirt_46.mp4,2025-08-26 10:51:23,2025-10-20 10:51:23,https://images.pexels.com/photos/17938771/pexels-photo-17938771.jpeg?auto=compress&cs=tinysrgb&h=350,Zara T-Shirt White L
47,SKU-00047,Calvin Klein Bag Brown S,"Bag thời trang female chất liệu Canvas, kiểu Tapered, họa tiết Plain.","Sản phẩm bag cao cấp của thương hiệu Calvin Klein, màu Brown, size S. Chất liệu Canvas thoáng mát, phù hợp cho female. Kiểu dáng Tapered, họa tiết Plain. Xuất xứ USA. Giá gốc $166.95 với ưu đãi giảm 40%.",Calvin Klein,Canvas,Tapered,Plain,Bag,female,kids,Brown,S,166.95,40,168,used,0,USA,https://example.com/images/bag_47.jpg,https://example.com/images/bag_47_1.jpg;https://example.com/images/bag_47_2.jpg,https://example.com/videos/bag_47.mp4,2025-09-12 23:20:59,2025-10-07 23:20:59,https://images.pexels.com/photos/27608724/pexels-photo-27608724.jpeg?auto=compress&cs=tinysrgb&h=350,Calvin Klein Bag Brown S
48,SKU-00048,Gucci Sneakers Green L,"Sneakers thời trang male chất liệu Denim, kiểu Loose, họa tiết Solid.","Sản phẩm sneakers cao cấp của thương hiệu Gucci, màu Green, size L. Chất liệu Denim thoáng mát, phù hợp cho male. Kiểu dáng Loose, họa tiết Solid. Xuất xứ India. Giá gốc $227.43 với ưu đãi giảm 20%.",Gucci,Denim,Loose,Solid,Sneakers,male,adult,Green,L,227.43,20,7,used,0,India,https://example.com/images/sneakers_48.jpg,https://example.com/images/sneakers_48_1.jpg;https://example.com/images/sneakers_48_2.jpg,https://example.com/videos/sneakers_48.mp4,2025-05-20 01:37:46,2025-07-11 01:37:46,https://images.pexels.com/photos/14401861/pexels-photo-14401861.jpeg?auto=compress&cs=tinysrgb&h=350,Gucci Sneakers Green L
49,SKU-00049,Lacoste T-Shirt Pink L,"T-Shirt thời trang male chất liệu Canvas, kiểu Slim, họa tiết Solid.","Sản phẩm t-shirt cao cấp của thương hiệu Lacoste, màu Pink, size L. Chất liệu Canvas thoáng mát, phù hợp cho male. Kiểu dáng Slim, họa tiết Solid. Xuất xứ Japan. Giá gốc $336.14 với ưu đãi giảm 30%.",Lacoste,Canvas,Slim,Solid,T-Shirt,male,adult,Pink,L,336.14,30,195,refurbished,1,Japan,https://example.com/images/t-shirt_49.jpg,https://example.com/images/t-shirt_49_1.jpg;https://example.com/images/t-shirt_49_2.jpg,https://example.com/videos/t-shirt_49.mp4,2025-04-15 13:16:32,2025-05-17 13:16:32,https://images.pexels.com/photos/7552326/pexels-photo-7552326.jpeg?auto=compress&cs=tinysrgb&h=350,Lacoste T-Shirt Pink L
50,SKU-00050,H&M Shorts Gray XXL,"Shorts thời trang female chất liệu Suede, kiểu Straight, họa tiết Graphic.","Sản phẩm shorts cao cấp của thương hiệu H&M, màu Gray, size XXL. Chất liệu Suede thoáng mát, phù hợp cho female. Kiểu dáng Straight, họa tiết Graphic. Xuất xứ China. Giá gốc $446.14 với ưu đãi giảm 5%.",H&M,Suede,Straight,Graphic,Shorts,female,adult,Gray,XXL,446.14,5,137,refurbished,0,China,https://example.com/images/shorts_50.jpg,https://example.com/images/shorts_50_1.jpg;https://example.com/images/shorts_50_2.jpg,https://example.com/videos/shorts_50.mp4,2025-09-22 21:43:05,2025-09-30 21:43:05,https://images.pexels.com/photos/20767617/pexels-photo-20767617.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,H&M Shorts Gray XXL
51,SKU-00051,Under Armour Jeans Yellow M,"Jeans thời trang unisex chất liệu Silk, kiểu Loose, họa tiết Striped.","Sản phẩm jeans cao cấp của thương hiệu Under Armour, màu Yellow, size M. Chất liệu Silk thoáng mát, phù hợp cho unisex. Kiểu dáng Loose, họa tiết Striped. Xuất xứ Japan. Giá gốc $203.97 với ưu đãi giảm 30%.",Under Armour,Silk,Loose,Striped,Jeans,unisex,teen,Yellow,M,203.97,30,50,new,1,Japan,https://example.com/images/jeans_51.jpg,https://example.com/images/jeans_51_1.jpg;https://example.com/images/jeans_51_2.jpg,https://example.com/videos/jeans_51.mp4,2025-01-05 21:09:08,2025-03-04 21:09:08,https://images.pexels.com/photos/9594142/pexels-photo-9594142.jpeg?auto=compress&cs=tinysrgb&h=350,Under Armour Jeans Yellow M
52,SKU-00052,Levi's Bag Green XL,"Bag thời trang female chất liệu Canvas, kiểu Relaxed, họa tiết Embroidered.","Sản phẩm bag cao cấp của thương hiệu Levi's, màu Green, size XL. Chất liệu Canvas thoáng mát, phù hợp cho female. Kiểu dáng Relaxed, họa tiết Embroidered. Xuất xứ France. Giá gốc $23.57 với ưu đãi giảm 10%.",Levi's,Canvas,Relaxed,Embroidered,Bag,female,teen,Green,XL,23.57,10,122,new,0,France,https://example.com/images/bag_52.jpg,https://example.com/images/bag_52_1.jpg;https://example.com/images/bag_52_2.jpg,https://example.com/videos/bag_52.mp4,2025-03-08 00:52:40,2025-03-28 00:52:40,https://images.pexels.com/photos/9614101/pexels-photo-9614101.jpeg?auto=compress&cs=tinysrgb&h=350,Levi's Bag Green XL
53,SKU-00053,Zara Dress Pink XXL,"Dress thời trang female chất liệu Leather, kiểu Loose, họa tiết Checked.","Sản phẩm dress cao cấp của thương hiệu Zara, màu Pink, size XXL. Chất liệu Leather thoáng mát, phù hợp cho female. Kiểu dáng Loose, họa tiết Checked. Xuất xứ Thailand. Giá gốc $371.44 với ưu đãi giảm 20%.",Zara,Leather,Loose,Checked,Dress,female,kids,Pink,XXL,371.44,20,20,new,0,Thailand,https://example.com/images/dress_53.jpg,https://example.com/images/dress_53_1.jpg;https://example.com/images/dress_53_2.jpg,https://example.com/videos/dress_53.mp4,2025-04-13 06:35:24,2025-06-05 06:35:24,https://images.pexels.com/photos/8148577/pexels-photo-8148577.jpeg?auto=compress&cs=tinysrgb&h=350,Zara Dress Pink XXL
54,SKU-00054,Lacoste Dress Blue XS,"Dress thời trang female chất liệu Cotton, kiểu Relaxed, họa tiết Solid.","Sản phẩm dress cao cấp của thương hiệu Lacoste, màu Blue, size XS. Chất liệu Cotton thoáng mát, phù hợp cho female. Kiểu dáng Relaxed, họa tiết Solid. Xuất xứ USA. Giá gốc $402.03 với ưu đãi giảm 40%.",Lacoste,Cotton,Relaxed,Solid,Dress,female,teen,Blue,XS,402.03,40,158,used,0,USA,https://example.com/images/dress_54.jpg,https://example.com/images/dress_54_1.jpg;https://example.com/images/dress_54_2.jpg,https://example.com/videos/dress_54.mp4,2025-08-01 06:55:06,2025-09-25 06:55:06,https://images.pexels.com/photos/32641556/pexels-photo-32641556.jpeg?auto=compress&cs=tinysrgb&h=350,Lacoste Dress Blue XS
55,SKU-00055,New Balance T-Shirt Green XXL,"T-Shirt thời trang male chất liệu Nylon, kiểu Oversized, họa tiết Solid.","Sản phẩm t-shirt cao cấp của thương hiệu New Balance, màu Green, size XXL. Chất liệu Nylon thoáng mát, phù hợp cho male. Kiểu dáng Oversized, họa tiết Solid. Xuất xứ France. Giá gốc $496.99 với ưu đãi giảm 20%.",New Balance,Nylon,Oversized,Solid,T-Shirt,male,teen,Green,XXL,496.99,20,121,used,0,France,https://example.com/images/t-shirt_55.jpg,https://example.com/images/t-shirt_55_1.jpg;https://example.com/images/t-shirt_55_2.jpg,https://example.com/videos/t-shirt_55.mp4,2024-11-12 10:21:53,2024-12-15 10:21:53,https://images.pexels.com/photos/9267592/pexels-photo-9267592.jpeg?auto=compress&cs=tinysrgb&h=350,New Balance T-Shirt Green XXL
56,SKU-00056,H&M Shorts Green XS,"Shorts thời trang unisex chất liệu Leather, kiểu Slim, họa tiết Graphic.","Sản phẩm shorts cao cấp của thương hiệu H&M, màu Green, size XS. Chất liệu Leather thoáng mát, phù hợp cho unisex. Kiểu dáng Slim, họa tiết Graphic. Xuất xứ Vietnam. Giá gốc $326.95 với ưu đãi giảm 15%.",H&M,Leather,Slim,Graphic,Shorts,unisex,teen,Green,XS,326.95,15,4,used,0,Vietnam,https://example.com/images/shorts_56.jpg,https://example.com/images/shorts_56_1.jpg;https://example.com/images/shorts_56_2.jpg,https://example.com/videos/shorts_56.mp4,2024-11-09 10:25:59,2024-12-14 10:25:59,https://images.pexels.com/photos/26925258/pexels-photo-26925258.jpeg?auto=compress&cs=tinysrgb&h=350,H&M Shorts Green XS
57,SKU-00057,Hermes Shirt Pink XXL,"Shirt thời trang female chất liệu Polyester, kiểu Straight, họa tiết Solid.","Sản phẩm shirt cao cấp của thương hiệu Hermes, màu Pink, size XXL. Chất liệu Polyester thoáng mát, phù hợp cho female. Kiểu dáng Straight, họa tiết Solid. Xuất xứ India. Giá gốc $259.87 với ưu đãi giảm 5%.",Hermes,Polyester,Straight,Solid,Shirt,female,teen,Pink,XXL,259.87,5,145,new,0,India,https://example.com/images/shirt_57.jpg,https://example.com/images/shirt_57_1.jpg;https://example.com/images/shirt_57_2.jpg,https://example.com/videos/shirt_57.mp4,2025-06-20 01:40:14,2025-08-11 01:40:14,https://images.pexels.com/photos/8100774/pexels-photo-8100774.jpeg?auto=compress&cs=tinysrgb&h=350,Hermes Shirt Pink XXL
58,SKU-00058,Gucci Hat Black L,"Hat thời trang female chất liệu Cotton, kiểu Oversized, họa tiết Embroidered.","Sản phẩm hat cao cấp của thương hiệu Gucci, màu Black, size L. Chất liệu Cotton thoáng mát, phù hợp cho female. Kiểu dáng Oversized, họa tiết Embroidered. Xuất xứ Bangladesh. Giá gốc $309.01 với ưu đãi giảm 10%.",Gucci,Cotton,Oversized,Embroidered,Hat,female,adult,Black,L,309.01,10,110,refurbished,0,Bangladesh,https://example.com/images/hat_58.jpg,https://example.com/images/hat_58_1.jpg;https://example.com/images/hat_58_2.jpg,https://example.com/videos/hat_58.mp4,2025-06-12 14:05:51,2025-07-31 14:05:51,https://images.pexels.com/photos/6786896/pexels-photo-6786896.jpeg?auto=compress&cs=tinysrgb&h=350,Gucci Hat Black L
59,SKU-00059,Chanel Sneakers Brown XL,"Sneakers thời trang female chất liệu Wool, kiểu Relaxed, họa tiết Striped.","Sản phẩm sneakers cao cấp của thương hiệu Chanel, màu Brown, size XL. Chất liệu Wool thoáng mát, phù hợp cho female. Kiểu dáng Relaxed, họa tiết Striped. Xuất xứ Japan. Giá gốc $473.27 với ưu đãi giảm 5%.",Chanel,Wool,Relaxed,Striped,Sneakers,female,adult,Brown,XL,473.27,5,181,new,0,Japan,https://example.com/images/sneakers_59.jpg,https://example.com/images/sneakers_59_1.jpg;https://example.com/images/sneakers_59_2.jpg,https://example.com/videos/sneakers_59.mp4,2024-12-25 19:32:41,2025-02-14 19:32:41,https://images.pexels.com/photos/6025314/pexels-photo-6025314.jpeg?auto=compress&cs=tinysrgb&h=350,Chanel Sneakers Brown XL
60,SKU-00060,Calvin Klein Shorts Yellow S,"Shorts thời trang male chất liệu Polyester, kiểu Relaxed, họa tiết Checked.","Sản phẩm shorts cao cấp của thương hiệu Calvin Klein, màu Yellow, size S. Chất liệu Polyester thoáng mát, phù hợp cho male. Kiểu dáng Relaxed, họa tiết Checked. Xuất xứ Thailand. Giá gốc $446.61 với ưu đãi giảm 5%.",Calvin Klein,Polyester,Relaxed,Checked,Shorts,male,kids,Yellow,S,446.61,5,136,new,1,Thailand,https://example.com/images/shorts_60.jpg,https://example.com/images/shorts_60_1.jpg;https://example.com/images/shorts_60_2.jpg,https://example.com/videos/shorts_60.mp4,2025-02-05 05:36:18,2025-03-03 05:36:18,https://images.pexels.com/photos/9594144/pexels-photo-9594144.jpeg?auto=compress&cs=tinysrgb&h=350,Calvin Klein Shorts Yellow S
61,SKU-00061,The North Face Skirt Gray XXL,"Skirt thời trang female chất liệu Nylon, kiểu Slim, họa tiết Graphic.","Sản phẩm skirt cao cấp của thương hiệu The North Face, màu Gray, size XXL. Chất liệu Nylon thoáng mát, phù hợp cho female. Kiểu dáng Slim, họa tiết Graphic. Xuất xứ Thailand. Giá gốc $47.39 với ưu đãi giảm 25%.",The North Face,Nylon,Slim,Graphic,Skirt,female,adult,Gray,XXL,47.39,25,197,refurbished,0,Thailand,https://example.com/images/skirt_61.jpg,https://example.com/images/skirt_61_1.jpg;https://example.com/images/skirt_61_2.jpg,https://example.com/videos/skirt_61.mp4,2025-08-11 21:46:51,2025-09-20 21:46:51,https://images.pexels.com/photos/7857530/pexels-photo-7857530.jpeg?auto=compress&cs=tinysrgb&h=350,The North Face Skirt Gray XXL
62,SKU-00062,Adidas Hat Green XL,"Hat thời trang female chất liệu Wool, kiểu Relaxed, họa tiết Embroidered.","Sản phẩm hat cao cấp của thương hiệu Adidas, màu Green, size XL. Chất liệu Wool thoáng mát, phù hợp cho female. Kiểu dáng Relaxed, họa tiết Embroidered. Xuất xứ Japan. Giá gốc $331.05 với ưu đãi giảm 15%.",Adidas,Wool,Relaxed,Embroidered,Hat,female,kids,Green,XL,331.05,15,15,refurbished,0,Japan,https://example.com/images/hat_62.jpg,https://example.com/images/hat_62_1.jpg;https://example.com/images/hat_62_2.jpg,https://example.com/videos/hat_62.mp4,2025-10-13 03:03:11,2025-11-21 03:03:11,https://images.pexels.com/photos/6888766/pexels-photo-6888766.jpeg?auto=compress&cs=tinysrgb&h=350,Adidas Hat Green XL
63,SKU-00063,H&M T-Shirt Blue M,"T-Shirt thời trang male chất liệu Denim, kiểu Regular, họa tiết Printed.","Sản phẩm t-shirt cao cấp của thương hiệu H&M, màu Blue, size M. Chất liệu Denim thoáng mát, phù hợp cho male. Kiểu dáng Regular, họa tiết Printed. Xuất xứ Korea. Giá gốc $131.73 với ưu đãi giảm 10%.",H&M,Denim,Regular,Printed,T-Shirt,male,adult,Blue,M,131.73,10,184,refurbished,0,Korea,https://example.com/images/t-shirt_63.jpg,https://example.com/images/t-shirt_63_1.jpg;https://example.com/images/t-shirt_63_2.jpg,https://example.com/videos/t-shirt_63.mp4,2024-11-06 15:19:28,2024-12-31 15:19:28,https://images.pexels.com/photos/27565823/pexels-photo-27565823.png?auto=compress&cs=tinysrgb&h=350,H&M T-Shirt Blue M
64,SKU-00064,Adidas Shirt Brown M,"Shirt thời trang unisex chất liệu Polyester, kiểu Slim, họa tiết Striped.","Sản phẩm shirt cao cấp của thương hiệu Adidas, màu Brown, size M. Chất liệu Polyester thoáng mát, phù hợp cho unisex. Kiểu dáng Slim, họa tiết Striped. Xuất xứ India. Giá gốc $95.23 với ưu đãi giảm 30%.",Adidas,Polyester,Slim,Striped,Shirt,unisex,adult,Brown,M,95.23,30,173,refurbished,1,India,https://example.com/images/shirt_64.jpg,https://example.com/images/shirt_64_1.jpg;https://example.com/images/shirt_64_2.jpg,https://example.com/videos/shirt_64.mp4,2025-10-16 18:38:40,2025-11-07 18:38:40,https://images.pexels.com/photos/20380733/pexels-photo-20380733.jpeg?auto=compress&cs=tinysrgb&h=350,Adidas Shirt Brown M
65,SKU-00065,Calvin Klein Jeans Beige L,"Jeans thời trang unisex chất liệu Linen, kiểu Slim, họa tiết Graphic.","Sản phẩm jeans cao cấp của thương hiệu Calvin Klein, màu Beige, size L. Chất liệu Linen thoáng mát, phù hợp cho unisex. Kiểu dáng Slim, họa tiết Graphic. Xuất xứ USA. Giá gốc $130.51 với ưu đãi giảm 20%.",Calvin Klein,Linen,Slim,Graphic,Jeans,unisex,adult,Beige,L,130.51,20,8,refurbished,0,USA,https://example.com/images/jeans_65.jpg,https://example.com/images/jeans_65_1.jpg;https://example.com/images/jeans_65_2.jpg,https://example.com/videos/jeans_65.mp4,2025-07-25 15:59:18,2025-08-26 15:59:18,https://images.pexels.com/photos/8148725/pexels-photo-8148725.jpeg?auto=compress&cs=tinysrgb&h=350,Calvin Klein Jeans Beige L
66,SKU-00066,Dior Shorts Beige S,"Shorts thời trang female chất liệu Denim, kiểu Oversized, họa tiết Checked.","Sản phẩm shorts cao cấp của thương hiệu Dior, màu Beige, size S. Chất liệu Denim thoáng mát, phù hợp cho female. Kiểu dáng Oversized, họa tiết Checked. Xuất xứ Korea. Giá gốc $486.58 với ưu đãi giảm 5%.",Dior,Denim,Oversized,Checked,Shorts,female,teen,Beige,S,486.58,5,132,refurbished,1,Korea,https://example.com/images/shorts_66.jpg,https://example.com/images/shorts_66_1.jpg;https://example.com/images/shorts_66_2.jpg,https://example.com/videos/shorts_66.mp4,2025-09-24 05:31:14,2025-10-20 05:31:14,https://images.pexels.com/photos/29735921/pexels-photo-29735921.jpeg?auto=compress&cs=tinysrgb&h=350,Dior Shorts Beige S
67,SKU-00067,Chanel Bag White L,"Bag thời trang unisex chất liệu Linen, kiểu Loose, họa tiết Striped.","Sản phẩm bag cao cấp của thương hiệu Chanel, màu White, size L. Chất liệu Linen thoáng mát, phù hợp cho unisex. Kiểu dáng Loose, họa tiết Striped. Xuất xứ Vietnam. Giá gốc $385.53 với ưu đãi giảm 15%.",Chanel,Linen,Loose,Striped,Bag,unisex,teen,White,L,385.53,15,6,new,1,Vietnam,https://example.com/images/bag_67.jpg,https://example.com/images/bag_67_1.jpg;https://example.com/images/bag_67_2.jpg,https://example.com/videos/bag_67.mp4,2025-01-16 15:23:06,2025-02-23 15:23:06,https://images.pexels.com/photos/9878722/pexels-photo-9878722.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,Chanel Bag White L
68,SKU-00068,Dior Dress Gray L,"Dress thời trang unisex chất liệu Silk, kiểu Tapered, họa tiết Printed.","Sản phẩm dress cao cấp của thương hiệu Dior, màu Gray, size L. Chất liệu Silk thoáng mát, phù hợp cho unisex. Kiểu dáng Tapered, họa tiết Printed. Xuất xứ India. Giá gốc $34.34 với ưu đãi giảm 25%.",Dior,Silk,Tapered,Printed,Dress,unisex,kids,Gray,L,34.34,25,21,used,1,India,https://example.com/images/dress_68.jpg,https://example.com/images/dress_68_1.jpg;https://example.com/images/dress_68_2.jpg,https://example.com/videos/dress_68.mp4,2025-07-06 23:56:33,2025-07-12 23:56:33,https://images.pexels.com/photos/7289739/pexels-photo-7289739.jpeg?auto=compress&cs=tinysrgb&h=350,Dior Dress Gray L
